工单编号,工单类型,问题分类,标签,标题,主要内容,工单状态,来电人,来电人电话/账号,被反映区,被反映街乡镇,办理结果,回复内容,处理受理方式,办结时间,企业名称,是否解决,是否满意,工单性质,村/社区,小区点位
热线-241006-000289,建议,城市管理->市政设施->道路破损,"多样性,七有五性",道路破损相关诉求,市民称，房山区佛子庄乡某路口人行横道附近近期出现与道路破损相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,已转派,刘某,166××××,房山区,佛子庄乡,,工作人员联系诉求人并开展核实。经与佛子庄乡相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,,某建筑公司,部分解决,不满意,协办,某居委会,某路口人行横道
热线-240513-000290,投诉,生态环境->大气污染->扬尘,,关于史家营乡某村主街的情况反映,市民称，房山区史家营乡某村主街附近近期出现与扬尘相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,刘某,152××××,房山区,史家营乡,已转属地处理，聚焦“扬尘”问题开展核查与回访。,,联合办理,2024-06-26 19:34:59,,未解决,满意,转办,不详,某村主街
热线-241019-000291,建议,住房城乡建设->物业管理->电梯故障,营商环境,关于霞云岭乡某地铁站口的情况反映,诉求人反映，房山区霞云岭乡范围内某地铁站口涉及电梯故障问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,已转派,杨某,132××××,房山区,霞云岭乡,,工作人员联系诉求人并开展核实。经与霞云岭乡相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2025-01-17 18:01:00,某物业公司,解决,满意,主办,某小区业委会,某地铁站口
热线-250205-000292,求助,交通运输->道路运输->非法营运,营商环境,非法营运相关诉求,诉求人反映，房山区大石窝镇范围内某餐馆门前区域涉及非法营运问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,马某,188××××,房山区,大石窝镇,,,系统转派,2024-03-05 12:00:11,北京某餐饮管理有限公司,未解决,基本满意,主办,不详,某餐馆门前区域
热线-250220-000293,求助,城市管理->市政设施->道路破损,营商环境,请求协调处理道路破损问题,市民称，房山区史家营乡某餐馆门前区域附近近期出现与道路破损相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,周某,166××××,房山区,史家营乡,已转属地处理，聚焦“道路破损”问题开展核查与回访。,,系统转派,2024-01-24 18:47:18,,未解决,满意,协办,某小区业委会,某餐馆门前区域
热线-240319-000294,建议,教育->校外培训->预收费纠纷,营商环境,请求协调处理预收费纠纷问题,市民反映，房山区大石窝镇某地铁站口附近存在预收费纠纷相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,回复完成,马某,182××××,房山区,大石窝镇,已转联合工作组处理，聚焦“预收费纠纷”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与大石窝镇相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,,2024-09-07 09:46:46,某物业公司,未解决,不满意,主办,不详,某地铁站口
热线-250118-000295,建议,住房城乡建设->物业管理->停车管理,七有五性,停车管理相关诉求,市民称，房山区佛子庄乡某农贸市场附近近期出现与停车管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,杨某,150××××,房山区,佛子庄乡,已转属地处理，聚焦“停车管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与佛子庄乡相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-05-17 19:14:17,,未解决,未评价,转办,不详,某农贸市场
热线-241011-000296,求助,科体文宣->文化->文物保护,营商环境,投诉文化领域文物保护事项,来电人表示，其在房山区蒲洼乡辖区某小区及周边发现文化方面文物保护情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,马某,135××××,房山区,蒲洼乡,,工作人员联系诉求人并开展核实。经与蒲洼乡相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,某劳务公司,解决,基本满意,主办,某居委会,某小区及周边
热线-250410-000297,诉求,劳动和社会保障->拖欠工资->工程建设领域,"多样性,七有五性",请求协调处理工程建设领域问题,市民称，房山区韩村河镇韩村河大集附近近期出现与工程建设领域相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,138××××,房山区,韩村河镇,,,电话,2025-02-01 20:02:23,北京某健身休闲有限公司,解决,未评价,协办,某某社区,韩村河大集
热线-240205-000298,投诉,市场管理->单用途预付卡->游泳卡,控烟,请求协调处理游泳卡问题,诉求人反映，房山区拱辰街道范围内龙湖北京房山天街涉及游泳卡问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,周某,133××××,房山区,拱辰街道,,,系统转派,2024-12-22 14:36:21,北京某体育发展有限公司,未解决,不满意,协办,不详,龙湖北京房山天街
热线-240717-000299,求助,劳动和社会保障->社会保险->参保缴费,营商环境,参保缴费相关诉求,市民反映，房山区石楼镇石楼中学周边存在参保缴费相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,吴某,185××××,房山区,石楼镇,已转联合工作组处理，聚焦“参保缴费”问题开展核查与回访。,,现场,,某建筑公司,部分解决,满意,转办,某居委会,石楼中学周边
热线-240401-000300,投诉,住房城乡建设->物业管理->电梯故障,,投诉物业管理领域电梯故障事项,市民称，房山区新镇街道某村主街附近近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,王某,152××××,房山区,新镇街道,,工作人员联系诉求人并开展核实。经与新镇街道相关单位沟通，针对“电梯故障”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,2024-11-09 18:19:05,,未解决,不满意,转办,某某社区,某村主街
热线-250226-000301,咨询,民政->养老服务->机构服务,,请求协调处理机构服务问题,来电人表示，其在房山区良乡镇辖区某地铁站口附近发现养老服务方面机构服务情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,吴某,188××××,房山区,良乡镇,,,电话,,某物业公司,未解决,满意,主办,不详,某地铁站口
热线-240711-000302,求助,民政->养老服务->机构服务,七有五性,投诉养老服务领域机构服务事项,来电人表示，其在房山区河北镇辖区某写字楼楼道附近发现养老服务方面机构服务情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,杨某,166××××,房山区,河北镇,,工作人员联系诉求人并开展核实。经与河北镇相关单位沟通，针对“机构服务”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,系统转派,,北京某商贸有限公司,未解决,满意,协办,某某社区,某写字楼楼道
热线-250406-000303,求助,公共安全->消防安全->通道占用,营商环境,请求协调处理通道占用问题,市民反映，房山区张坊镇某地铁站口附近存在通道占用相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,郑某,139××××,房山区,张坊镇,已转属地处理，聚焦“通道占用”问题开展核查与回访。,,,,北京某工程有限公司,部分解决,基本满意,协办,某村,某地铁站口
热线-240521-000304,投诉,城市管理->市政设施->道路破损,七有五性,关于霞云岭乡某村主街的情况反映,诉求人反映，房山区霞云岭乡范围内某村主街涉及道路破损问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,孙某,138××××,房山区,霞云岭乡,,,,2024-10-02 11:18:47,某建筑公司,解决,不满意,主办,某小区业委会,某村主街
热线-240825-000305,诉求,公共安全->消防安全->通道占用,,请求协调处理通道占用问题,市民反映，房山区大石窝镇某村主街附近存在通道占用相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,孙某,182××××,房山区,大石窝镇,,,联合办理,,某劳务公司,部分解决,满意,主办,某小区业委会,某村主街
热线-250201-000306,咨询,住房城乡建设->物业管理->电梯故障,接诉即办,关于新镇街道某医院西门的情况反映,市民称，房山区新镇街道某医院西门附近近期出现与电梯故障相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,已转派,马某,166××××,房山区,新镇街道,已转联合工作组处理，聚焦“电梯故障”问题开展核查与回访。,,系统转派,,,解决,基本满意,转办,不详,某医院西门
热线-241021-000307,咨询,农业农村->农村道路->路灯与排水,,关于拱辰街道龙湖北京房山天街的情况反映,市民称，房山区拱辰街道龙湖北京房山天街附近近期出现与路灯与排水相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,杨某,186××××,房山区,拱辰街道,,工作人员联系诉求人并开展核实。经与拱辰街道相关单位沟通，针对“路灯与排水”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2025-01-01 11:15:31,某建筑公司,解决,不满意,主办,某某社区,龙湖北京房山天街
热线-240529-000308,建议,市场管理->食品安全->餐饮卫生,接诉即办,投诉食品安全领域餐饮卫生事项,市民称，房山区佛子庄乡某小区及周边近期出现与餐饮卫生相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,176××××,房山区,佛子庄乡,已转行业主管部门处理，聚焦“餐饮卫生”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与佛子庄乡相关单位沟通，针对“餐饮卫生”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2025-01-20 17:42:38,北京某健身休闲有限公司,未解决,未评价,协办,某村党支部,某小区及周边
热线-241004-000309,建议,科体文宣->体育->健身场所管理,接诉即办,请求协调处理健身场所管理问题,市民称，房山区十渡镇某地铁站口附近近期出现与健身场所管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,郑某,130××××,房山区,十渡镇,已转行业主管部门处理，聚焦“健身场所管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与十渡镇相关单位沟通，针对“健身场所管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,系统转派,2024-02-13 10:20:43,某物业公司,未解决,未评价,主办,某居委会,某地铁站口
热线-250312-000310,诉求,城市管理->市政设施->道路破损,,关于霞云岭乡某产业园门口的情况反映,来电人表示，其在房山区霞云岭乡辖区某产业园门口附近发现市政设施方面道路破损情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,,陈某,138××××,房山区,霞云岭乡,,工作人员联系诉求人并开展核实。经与霞云岭乡相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,,部分解决,不满意,协办,某村党支部,某产业园门口
热线-240605-000311,咨询,住房城乡建设->物业管理->停车管理,,投诉物业管理领域停车管理事项,市民称，房山区石楼镇某商圈地下停车场附近近期出现与停车管理相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,张某,131××××,房山区,石楼镇,已转行业主管部门处理，聚焦“停车管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与石楼镇相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,现场,2024-04-13 09:50:13,,未解决,满意,转办,某某社区,某商圈地下停车场
热线-250103-000312,求助,城市管理->市容环境->占道经营,,请求协调处理占道经营问题,来电人表示，其在房山区青龙湖镇辖区某村主街附近发现市容环境方面占道经营情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,赵某,135××××,房山区,青龙湖镇,,,现场,2024-12-06 19:14:09,某建筑公司,部分解决,未评价,主办,不详,某村主街
热线-250318-000313,控烟,,控烟,写字楼楼道吸烟,市民反映，房山区大石窝镇某产业园门口某餐馆存在吸烟问题，影响公共环境，来电反映控烟管理问题。,,保密,保密,房山区,大石窝镇,,工作人员已联系诉求人并告知控烟法规与投诉渠道，提醒其注意取证与现场安全。,现场,,,,,主办,某某社区,某产业园门口
热线-240806-000314,控烟,,,公共场所吸烟,市民反映，房山区东风街道某写字楼楼道某商场存在吸烟问题，影响公共环境，来电反映控烟管理问题。,回复完成,李某,155××××,房山区,东风街道,,,联合办理,2024-09-29 12:30:47,,,,转办,某村,某写字楼楼道
热线-250425-000315,诉求,生态环境->大气污染->扬尘,七有五性,投诉大气污染领域扬尘事项,来电人表示，其在房山区河北镇辖区河北镇矿区道路附近发现大气污染方面扬尘情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,李某,135××××,房山区,河北镇,已转属地处理，聚焦“扬尘”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与河北镇相关单位沟通，针对“扬尘”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-03-17 16:49:49,北京某健身休闲有限公司,解决,不满意,协办,不详,河北镇矿区道路
热线-250316-000316,建议,民政->养老服务->机构服务,营商环境,机构服务相关诉求,来电人表示，其在房山区佛子庄乡辖区某农贸市场附近发现养老服务方面机构服务情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,张某,137××××,房山区,佛子庄乡,已转属地处理，聚焦“机构服务”问题开展核查与回访。,,电话,2025-02-15 14:49:21,某劳务公司,未解决,满意,主办,某小区业委会,某农贸市场
热线-240122-000317,诉求,科体文宣->文化->文物保护,七有五性,投诉文化领域文物保护事项,诉求人反映，房山区史家营乡范围内某村主街涉及文物保护问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,马某,158××××,房山区,史家营乡,,工作人员联系诉求人并开展核实。经与史家营乡相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2025-05-13 17:16:36,,解决,未评价,协办,不详,某村主街
热线-240320-000318,投诉,农业农村->农村道路->路灯与排水,七有五性,请求协调处理路灯与排水问题,市民反映，房山区长阳镇某餐馆门前区域附近存在路灯与排水相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,赵某,131××××,房山区,长阳镇,已转行业主管部门处理，聚焦“路灯与排水”问题开展核查与回访。,,现场,,,部分解决,未评价,转办,不详,某餐馆门前区域
热线-241222-000319,求助,劳动和社会保障->社会保险->参保缴费,营商环境,参保缴费相关诉求,市民称，房山区长阳镇某公园公厕附近近期出现与参保缴费相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,杨某,151××××,房山区,长阳镇,,工作人员联系诉求人并开展核实。经与长阳镇相关单位沟通，针对“参保缴费”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,电话,2024-09-20 14:34:45,某物业公司,部分解决,不满意,协办,某小区业委会,某公园公厕
热线-240111-000320,建议,市场管理->单用途预付卡->游泳卡,控烟,请求协调处理游泳卡问题,市民称，房山区史家营乡某村主街附近近期出现与游泳卡相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,回复完成,孙某,130××××,房山区,史家营乡,已转行业主管部门处理，聚焦“游泳卡”问题开展核查与回访。,,系统转派,2024-12-09 17:28:48,,部分解决,不满意,主办,不详,某村主街
热线-240815-000321,控烟,,控烟,写字楼楼道吸烟,市民反映，房山区良乡镇某商圈地下停车场公共卫生间存在吸烟问题，影响公共环境，来电反映控烟管理问题。,办理中,王某,182××××,房山区,良乡镇,,,联合办理,,,,,主办,某村党支部,某商圈地下停车场
热线-240406-000322,投诉,劳动和社会保障->拖欠工资->工程建设领域,"多样性,七有五性",工程建设领域相关诉求,诉求人反映，房山区青龙湖镇范围内青龙湖环湖路涉及工程建设领域问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,李某,136××××,房山区,青龙湖镇,已转联合工作组处理，聚焦“工程建设领域”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与青龙湖镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,系统转派,2025-03-30 15:46:07,某物业公司,未解决,基本满意,协办,不详,青龙湖环湖路
热线-240722-000323,咨询,科体文宣->体育->健身场所管理,,投诉体育领域健身场所管理事项,来电人表示，其在房山区史家营乡辖区某医院西门附近发现体育方面健身场所管理情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,张某,156××××,房山区,史家营乡,已转联合工作组处理，聚焦“健身场所管理”问题开展核查与回访。,,系统转派,2024-04-26 11:54:19,,解决,未评价,主办,某村,某医院西门
热线-250416-000324,咨询,城市管理->市政设施->道路破损,七有五性,关于霞云岭乡某商圈地下停车场的情况反映,来电人表示，其在房山区霞云岭乡辖区某商圈地下停车场附近发现市政设施方面道路破损情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,办理中,周某,186××××,房山区,霞云岭乡,已转行业主管部门处理，聚焦“道路破损”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与霞云岭乡相关单位沟通，针对“道路破损”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,,某建筑公司,部分解决,基本满意,转办,某村党支部,某商圈地下停车场
热线-240708-000325,咨询,城市管理->市容环境->占道经营,七有五性,占道经营相关诉求,市民称，房山区向阳街道某小区及周边近期出现与占道经营相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,已转派,王某,185××××,房山区,向阳街道,,工作人员联系诉求人并开展核实。经与向阳街道相关单位沟通，针对“占道经营”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,,,北京某餐饮管理有限公司,未解决,未评价,转办,某居委会,某小区及周边
热线-250314-000326,诉求,城市管理->市容环境->占道经营,接诉即办,请求协调处理占道经营问题,市民称，房山区阎村镇阎村地铁站周边近期出现与占道经营相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,,杨某,138××××,房山区,阎村镇,已转行业主管部门处理，聚焦“占道经营”问题开展核查与回访。,,电话,2024-09-02 20:20:41,北京某工程有限公司,解决,未评价,转办,不详,阎村地铁站周边
热线-250131-000327,诉求,教育->校外培训->预收费纠纷,,请求协调处理预收费纠纷问题,市民反映，房山区青龙湖镇青龙湖环湖路附近存在预收费纠纷相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,刘某,198××××,房山区,青龙湖镇,已转属地处理，聚焦“预收费纠纷”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与青龙湖镇相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,,,未解决,满意,转办,不详,青龙湖环湖路
热线-240830-000328,诉求,住房城乡建设->物业管理->停车管理,七有五性,停车管理相关诉求,来电人表示，其在房山区西潞街道辖区北亚骨科医院周边发现物业管理方面停车管理情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,郑某,133××××,房山区,西潞街道,已转属地处理，聚焦“停车管理”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与西潞街道相关单位沟通，针对“停车管理”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2024-03-18 19:24:38,某物业公司,解决,满意,转办,某某社区,北亚骨科医院周边
热线-241231-000329,建议,劳动和社会保障->拖欠工资->工程建设领域,"多样性,七有五性",工程建设领域相关诉求,市民反映，房山区窦店镇窦店物流园周边存在工程建设领域相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,刘某,186××××,房山区,窦店镇,,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,2024-06-07 13:14:50,,未解决,基本满意,转办,不详,窦店物流园周边
热线-241227-000330,投诉,教育->校外培训->预收费纠纷,营商环境,请求协调处理预收费纠纷问题,诉求人反映，房山区周口店镇范围内某村主街涉及预收费纠纷问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,杨某,130××××,房山区,周口店镇,,,系统转派,2025-03-20 15:57:59,某建筑公司,未解决,未评价,转办,某小区业委会,某村主街
热线-250423-000331,求助,科体文宣->文化->文物保护,"多样性,七有五性",投诉文化领域文物保护事项,市民反映，房山区周口店镇某地铁站口附近存在文物保护相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,赵某,139××××,房山区,周口店镇,,工作人员联系诉求人并开展核实。经与周口店镇相关单位沟通，针对“文物保护”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,联合办理,2025-03-15 17:51:09,,部分解决,不满意,转办,某居委会,某地铁站口
热线-240607-000332,控烟,,,公共场所吸烟,市民反映，房山区拱辰街道某商圈地下停车场公共卫生间存在吸烟问题，影响公共环境，来电反映控烟管理问题。,回复完成,李某,132××××,房山区,拱辰街道,已转属地卫生健康监督机构并协调加强控烟劝导与执法巡查。,,现场,2024-02-18 12:11:45,,,,主办,不详,某商圈地下停车场
热线-240106-000333,求助,劳动和社会保障->拖欠工资->工程建设领域,控烟,关于琉璃河镇京深路琉璃河段的情况反映,来电人表示，其在房山区琉璃河镇辖区京深路琉璃河段附近发现拖欠工资方面工程建设领域情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,郑某,182××××,房山区,琉璃河镇,已转联合工作组处理，聚焦“工程建设领域”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与琉璃河镇相关单位沟通，针对“工程建设领域”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,现场,2024-11-22 10:18:05,某物业公司,解决,不满意,协办,某某社区,京深路琉璃河段
热线-240211-000334,投诉,教育->校外培训->预收费纠纷,营商环境,预收费纠纷相关诉求,市民称，房山区窦店镇某学校门口附近近期出现与预收费纠纷相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,赵某,150××××,房山区,窦店镇,已转行业主管部门处理，聚焦“预收费纠纷”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与窦店镇相关单位沟通，针对“预收费纠纷”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,联合办理,,,未解决,基本满意,主办,某村,某学校门口
热线-240722-000335,诉求,市场管理->单用途预付卡->健身卡、瑜伽卡、私教卡,,请求协调处理健身卡、瑜伽卡、私教卡问题,市民反映，房山区南窖乡某村主街附近存在健身卡、瑜伽卡、私教卡相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,,吴某,182××××,房山区,南窖乡,已转行业主管部门处理，聚焦“健身卡、瑜伽卡、私教卡”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与南窖乡相关单位沟通，针对“健身卡、瑜伽卡、私教卡”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,,北京某健身休闲有限公司,部分解决,基本满意,转办,某小区业委会,某村主街
热线-240512-000336,建议,生态环境->噪声->施工噪声,"多样性,七有五性",关于石楼镇石楼中学周边的情况反映,诉求人反映，房山区石楼镇范围内石楼中学周边涉及施工噪声问题，希望相关部门核实责任主体，依法依规处理，并对同类问题开展排查，避免反弹。,回复完成,陈某,152××××,房山区,石楼镇,,工作人员联系诉求人并开展核实。经与石楼镇相关单位沟通，针对“施工噪声”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,系统转派,2024-08-30 20:34:39,某物业公司,解决,满意,转办,某居委会,石楼中学周边
热线-241216-000337,咨询,劳动和社会保障->社会保险->参保缴费,"多样性,七有五性",参保缴费相关诉求,市民称，房山区窦店镇窦店物流园周边近期出现与参保缴费相关的投诉集中情况，涉及群众出行与安全，恳请加强巡查与执法，建立长效机制，并及时回复办理情况。,办理中,李某,130××××,房山区,窦店镇,,,,2024-09-30 18:45:57,某劳务公司,未解决,不满意,转办,不详,窦店物流园周边
热线-240919-000338,诉求,民政->养老服务->机构服务,营商环境,关于蒲洼乡某写字楼楼道的情况反映,市民反映，房山区蒲洼乡某写字楼楼道附近存在机构服务相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,已转派,赵某,152××××,房山区,蒲洼乡,已转属地处理，聚焦“机构服务”问题开展核查与回访。,工作人员联系诉求人并开展核实。经与蒲洼乡相关单位沟通，针对“机构服务”问题已安排现场核查与督促整改。目前整改措施已落实，诉求人表示知晓。,,2025-03-25 11:29:53,某装饰工程有限公司,解决,满意,主办,不详,某写字楼楼道
热线-240401-000339,控烟,,营商环境,写字楼楼道吸烟,市民反映，房山区张坊镇某写字楼楼道某写字楼存在吸烟问题，影响公共环境，来电反映控烟管理问题。,,保密,保密,房山区,张坊镇,,,系统转派,,,,,转办,某村,某写字楼楼道
热线-241031-000340,咨询,市场管理->食品安全->餐饮卫生,,关于迎风街道某村主街的情况反映,来电人表示，其在房山区迎风街道辖区某村主街附近发现食品安全方面餐饮卫生情况，已多次与现场人员沟通未果，现通过热线反映，请属地联合行业主管部门依法处理，并尽快反馈。,回复完成,周某,155××××,房山区,迎风街道,,工作人员联系诉求人并开展核实。经与迎风街道相关单位沟通，针对“餐饮卫生”问题已安排现场核查与督促整改。因客观条件或证据材料不足，短期内难以完全满足诉求，已告知法律依据与后续途径，诉求人表示知晓。,,2025-03-05 11:37:17,,未解决,满意,转办,不详,某村主街
热线-240311-000341,建议,住房城乡建设->物业管理->电梯故障,"多样性,七有五性",关于琉璃河镇某小区及周边的情况反映,市民反映，房山区琉璃河镇某小区及周边存在电梯故障相关问题：一是现场秩序较乱，影响周边居民正常生活；二是希望相关部门现场核查并督促整改；三是请承办单位电话告知处理结果。来电号码为本人联系方式。,办理中,周某,139××××,房山区,琉璃河镇,已转行业主管部门处理，聚焦“电梯故障”问题开展核查与回访。,,,,,解决,未评价,主办,不详,某小区及周边
